hsn_code,hsn_code_4_digits,details,gst_rate
8537.10.00,8537,"Lt. Panels/AMF Panels / MCC Panels / PCC Panels / Control and Relay Panels,
ACDB/DCDB",28
8537.10.10,2424,"Parts of Lt. Panels/AMF Panels / MCC Panels / PCC Panels / Control and Relay Panels
ACDB/DCDB",28
8537.20.00,8537,"Bases for electric control or the distribution, exceeding 1,000v",28
8538.00.00,8538,"Parts suitable for use solely or principally with the apparatus of headings 8535, 8536 or 8537",18
8538.10.00,8538,"Boards, panels, consoles, desks, cabinets and other bases",18
8538.90.00,8538,"Parts of switches, automatic circuit breakers, relays or connector",18
8539.00.00,8539,"Electric filament or discharge lamps, including
sealed beam lamp units and ultra-violet or infra red lamps; arc-lamps",28
8539.10.00,8539,Sealed beam lamp units,28
8539.21.00,8539,"Electric filament lamps, tungsten halogen",28
8539.22.00,8539,"Other filament lamps, power not exceeding 200w, voltage exceeding 100v",28
8539.29.00,8539,"Other filament lamps, excluding ultra-violet or infra-red lamps",28
8539.29.20,8539,Bulbs,28
8539.29.30,8539,Miniature bulbs,28
8539.29.40,8539,Other for automobile lamps,28
8539.29.90,8539,Miniature bulbs: Other,28
8539.31.00,8539,"Fluorescent lamps, hot cathode",28
8539.31.10,8539,Compact Fluorescent Lamps,28
8539.32.10,8539,Mercury vapour lamps,28
8539.32.20,8539,Soldium vapour lamps,28
8539.32.30,8539,Metal vapour lamps,28
8539.39.00,8539,"Other discharge lamps, other than ultra-violet lamps",28
8539.39.10,8539,Energy efficent triphosphor fluorescent lamps,28
8539.40.00,8539,"Other discharge lamps, other than ultra-violet lamps",28
8539.41.00,8539,Arc lamps,28
8539.90.00,8539,"Parts of filament lamps, discharge lamps or arc lamps",28
8540.00.00,8540,"Thermionic, cold cathode or photo-cathode valves and tubes (for example, vacuum or vapour or gas filled valves and tubes, mercury arc rectifying valves and tubes, cathode-ray tubes, television camera tubes)",18
8540.11.00,8540,Cathode-ray tubes for colour television picture,18
8540.12.00,8540,Cathode-ray tubes for black and white or other monochrome television picture,18
8540.20.00,8540,Television camera tubes; image converters and intensifiers; photo-cathode tubes,18
8540.30.00,8540,Other cathode-ray tubes,18
8540.40.00,8540,"Data / graphic display tubes, other than Picture tubes and parts - Colour",18
8540.41.00,8540,Magnetrons,18
8540.42.00,8540,Klystrons,18
8540.49.00,8540,"Travelling wave tubes, carcinotrons, other microwave tubes",18
8540.50.00,8540,"Data / graphic display tubes, other than Picture tubes and parts - Black & White or
other monochrome",18
8540.81.00,8540,Receiver or amplifier valves and tubes,18
8540.89.00,8540,"Other thermionic, cold cathode or photo- cathode tubes",18
8540.91.00,8540,Parts of cathode-ray tubes,18
8540.99.00,8540,"Parts of thermionic, cold cathode or photo",18
8541.00.00,8541,"Diodes, transistors and similar semi-conductor devices; photosensitive semi-conductor devices, including photovoltaic cells whether or not assembled in modules or made up into panels; light emitting diodes; mounted piezo- electric crystals",18
8541.10.00,8541,"Diodes, other than photosensitive or light emitting diodes",18
8541.21.00,8541,"Transistors, with a dissipation rate of less than 1w",18
8541.29.00,8541,"Other transistors, other than photosensitive transistors",18
8541.30.00,8541,"Thyristors, diacs and triacs, other than photosensitive devices",18
8541.40.00,8541,Photosensitive semiconductor devices; light emitting diodes,18
8541.40.11,8541,Solar Cells,18
8541.50.00,8541,Other semiconductor devices,18
8541.50.00,8541,Semi conductors (Electronic goods),18
8541.60.00,8541,Mounted piezo-electric crystals,18
8541.90.00,8541,"Parts of diodes, transistors or photosensitive semiconductor devices",18
8542.00.00,8542,Electronic integrated circuits .,18
8542.00.00,8542,IC Drivers,18
8542.10.10,2426,Sim Cards used in mobile phones,18
8542.11.00,8542,"Monolithic integrated circuits, digital",18
8542.19.00,8542,Other monolithic integrated circuits,18
8542.20.00,8542,Hybrid integrated circuits,18
8542.80.00,8542,Other (electronic integrated circuits and microassemblies),18
8542.90.00,8542,Parts of electronic integrated circuits and microassemblies,18
8543.00.00,8543,"Electrical machines and apparatus having individual functions, not specified or included elsewhere in this chapter",18
8543.00.00,8543,"Electrical machines and apparatus having individual functions, not specified or included elsewhere in this
chapter",18
8543.10.00,8543,Particle accelerators,18
8543.20.00,8543,Signal generators,18
8543.30.00,8543,"Machines, apparatus, for electroplating, electrolysis or electrophoresis",18
8543.80.00,8543,"Other electrical machines and apparatus, having individual functions",18
8543.89.10,8543,Mine detectors,18
8543.89.71,8543,Broadcast amplifier,18
8543.89.72,8543,"Limiting amplifier, video distribution amplifier and stablising amplifiers",18
8543.89.91,8543,"RF (radio frequency) power amplifiers and noise generators for communication jamming equipment, static or mobile or manportable",18
8543.89.93,8543,Professional beauty care equipment,18
8543.90.00,8543,"Parts of particle accelerators, audio mixers, high frequency amplifiers",18
8544.00.00,8544,"Insulated wire, cable all goods",28
8544.00.00,8544,Aluminum Conductors,28
8544.00.00,8544,Aluminum Conductors Alloy Reinforced,28
8544.00.00,8544,"Insulated wire, cable etc, opt sheath fib cables",28
8544.11.00,8544,Winding wire of copper,28
8544.11.10,2426,Winding wire made of copper or Enameled copper wire.,28
8544.11.90,8544,Winding wire made of copper for submersible motors,28
8544.19.00,8544,Other winding wire,28
8544.19.10,8544,Asbestos covered,28
8544.19.20,8544,Plastic insulated,28
8544.19.30,8544,Rubber insulated,28
8544.19.90,8544,Rubber insulated: Other,28
8544.20.00,8544,Co-axial cable and other co-axial conductors,28
8544.20.10,8544,Co-axial cables,28
8544.20.90,8544,Co-axial cables: other,28
8544.30.00,8544,"Ignition wiring sets & other wiring sets, for vehicles, aircraft or ship",28
8544.41.00,8544,"Other electric conductors, fitted with connectors, not exceeding 80v",28
8544.41.11,8544,Dry core paper insulated Telephone cables fitted with connectors,28
8544.41.19,8544,Other Telephone cables fitted with connectors,28
8544.41.20,8544,Paper insulated Telephone cables fitted with connectors,28
8544.41.30,8544,Plastic insulated Telephone cables fitted with connectors,28
8544.41.40,8544,Rubber insulated Telephone cables fitted with connectors,28
8544.41.90,8544,Rubber insulated Telephone cables fitted with connectors: Other,28
8544.49.00,8544,"Other electric conductors, for a voltage not exceeding 80v (Other telephone cables)",28
8544.49.11,8544,Dry core paper insulated,28
8544.49.19,8544,Dry core paper insulated : Other,28
8544.49.20,8544,Paper insulated,28
8544.49.30,8544,Plastic insulated Telephone,28
8544.49.90,8544,Plastic insulated Telephone : Other,28
8544.51.00,8544,"Other electric conductors, fitted with connectors, voltage 80-1000v 854459 other electric conductors, exceeding 80v but not
exceeding 1000v",28
8544.51.10,8544,Paper insulated,28
8544.51.20,8544,"Plastic insulated , of a kind used for communication",28
8544.51.30,8544,Other plastic insulated,28
8544.51.40,8544,"Rubber insulated , of a kind used for communication",28
8544.51.50,8544,Other rubber insulated,28
8544.51.60,8544,"Rubber insulated , of a kind used for communication:Other",28
8544.59.00,8544,"Other electric conductors, for a voltage 80V,
but not exceeding 1000V not fitted with connectors",28
8544.59.10,8544,Paper insulated,28
8544.59.20,8544,"Plastic insulated , of a kind used for communication",28
8544.59.30,8544,Other plastic insulated,28
8544.59.30,8544,PVC insulated Cables,28
8544.59.30,8544,PVC Insulated Cable,28
8544.59.40,8544,"Rubber insulated , of a kind used for communication",28
8544.59.50,8544,Other rubber insulated,28
8544.59.90,8544,Other rubber insulated: Other,28
8544.60.00,8544,"Other electric conductors, for a voltage exceeding 1000v",28
8544.60.10,8544,Paper insualted,28
8544.60.20,8544,Plastic insulated,28
8544.60.30,8544,Rubber insulated,28
8544.60.90,8544,Rubber insulated: Other,28
8544.70.00,8544,Optical fibre cables,28
8544.90.00,8544,Winding Wire made of copper for submersible motors,28
8544.90.11,8544,PVC Insulated Flat Cable,28
8545.00.00,8545,"Brushes under 8545 20 00 and goods under
8545 (including arclamp carbon and battery carbon)",28
8546.00.00,8546,Electrical insulators of any material,18
8546.10.00,8546,Electrical insulators of glass,18
8546.20.00,8546,Electrical insulators of ceramics,18
8546.90.00,8546,Other electrical insulators,18
8547.00.00,8547,"Insulating fittings for electrical machines, appliances or equipment, being fittings wholly of insulating material apart from any minor components of metal (for example, threaded sockets) incorporated during moulding solely for the purposes of assembly, o",28
8547.10.00,8547,"Insulating fittings of ceramics, for electrical machines or equipment",28
8547.20.00,8547,"Insulating fittings of plastics, for electrical machines or equipment",28
8547.90.00,8547,Other insulating fittings for electrical machines or equipment,28
8548.00.00,8548,"Waste and scrap of primary cells, primary batteries and electric accumulators; spent primary cells, spent primary batteries and spent electric ccumulators; electrical parts of machinery or apparatus, not specified or
included elsewhere in this chapter",18
8548.00.00,8548,Electrical parts of machinery or apparatus,18
8601.00.00,8601,Rail locomotives powered from an external source of electricity or by electric,5
8601.10.00,8601,Rail locomotives powered from an external source of electricity,5
8601.20.00,8601,Rail locomotives powered by electric accumulators (batteries),5
8602.00.00,8602,Other rail locomotives; locomotive tenders - other : steam locomotives and tenders thereof,5
8602.10.00,8602,Diesel-electric locomotives,5
8602.90.00,8602,Other rail locomotives; locomotive tenders,5
8602.90.10,8602,Steam locomotives and tenders thereof,5
8603.00.00,8603,"Self propelled railway etc coaches, vans etc nesoi",5
8603.10.00,8603,"Self-propelled railway or tramway coaches, vans and trucks, other than those of heading
8604",5
8603.90.00,8603,"Other self-propelled railway or tramway coaches, vans and trucks",5
8604.00.00,8604,Railway or tramway maintenance or service vehicles,5
8604.00.00,8604,"Railway or tramway maintenance or service vehicles, whether or not self-propelled (for example, workshops, cranes, ballast tampers, trackliners, testing coaches and track inspection vehicles).",5
8605.00.00,8605,"Railway or tramway passenger coaches, not self-propelled; luggage vans, post office coaches and other special purpose railway or tramway coaches, not self-propelled (excluding those of heading 8604).",5
8605.00.00,8605,"Railway, tramway pass etc coaches not self- propelled",5
8606.00.00,8606,"Railway or tramway goods vans and wagons, not self-propelled",5
8606.10.00,8606,Tank cars and the like,5
8606.20.00,8606,"Insulated or refrigerated cars, other than those of subheading 860610",5
8606.30.00,8606,"Self-discharging cars, other than those of subheading 860610 or 860620",5
8606.91.00,8606,Covered and closed,5
8606.92.00,8606,"Open, with non-removable sides of a height exceeding 60 cm",5
8606.99.00,8606,"Other railway or tramway freight cars, not self- propelled",5
8607.00.00,8607,"Parts of railway or tramway locomotives or rolling-stock such as bogies, bissel-bogies, axles and wheels, and parts thereof",5
8607.11.00,8607,Truck assemblies for self-propelled vehicles,5
8607.12.00,8607,Other truck assemblies,5
8607.19.00,8607,"Other, including parts axles and parts thereof",5
8607.21.00,8607,Air brakes and parts thereof,5
8607.29.00,8607,Other brakes and parts thereof,5
8607.30.00,8607,"Hooks and other coupling devices, buffers and parts thereof",5
8607.91.00,8607,Other parts of locomotives,5
8607.99.00,8607,Other parts of railway or tramway locomotives or rolling sto,5
8608.00.00,8608,"Railway or tramway track fixtures and fittings; mechanical (including electo-mechanical) signalling, safety or traffic control equipment for railway, tramways, roads, inland waterways, parking facilities, port installation or air-fields; parts of the fore",5
8608.00.10,8608,Railway or tramway track fixtures and fittings,5
8608.00.20,8608,"Mechanical equipment, not electrically powered for ignaling to, or controlling-road, rail, ot other vehicles, ships or aircraft",5
8608.00.30,8608,Other traffic control equipment for railways,5
8608.00.40,8608,"Other traffic control equipment for road or inland waterways, including automatic traffic control equipment for use at ports and airports",5
8609.00.00,8609,"Containers (including containers for the transport of fluids) specially designed and equipped for carriage by one or more modes
of transport",18
8609.00.00,8609,Refrigerated containers,18
8701.00.00,8701,Tractors (except road tractors for semitrailers of engine capacity more than 1800 cc),12
8701.10.00,8701,Pedestrian controlled tractors,12
8701.20.00,8701,Road tractors for semi-trailers,12
8701.30.00,8701,Track-laying tractors,12
8701.90.00,8701,Other suitable for agricultural use,12
8702.00.00,8702,"Motor vehicles for the transport of ten or more persons, including the driver",28
8702.10.00,8702,With compression-ignition internal combustion piston engine (diesel or semi-diesel),28
8702.90.00,8702,Other public-transport type passenger motor vehicles,28
8703.00.00,8703,"Motor cars and other motor vehicles principally designed for the transport of persons (other thanthose of heading 8702), including station wagons and racing cars [other than cars for physically handicapped
persons]",28
8703.00.00,8703,Cars for physically handicapped persons,18
8703.10.00,8703,Vehicles specially designed for traveling on snow; golf carts and similar vehicles,28
8703.21.00,8703,"Other vehicles, spark-ignition engine of a cylinder capacity not exceeding 1,000 cc",28
8703.22.00,8703,"Other vehicles, spark-ignition engine of a cylinder capacity exceeding 1,000 cc but not
exceeding 1,500 cc",28
8703.23.00,8703,"Other vehicles, spark-ignition engine of a cylinder capacity exceeding 1,500 cc but not
exceeding 3,000 cc",28
8703.24.00,8703,"Other vehicles, spark-ignition engine of a cylinder capacity exceeding 3,000 cc",28
8703.31.00,8703,"Other vehicles, compression-ignition engine
(diesel) of a cylinder capacity not exceeding 1,500 cc",28
8703.32.00,8703,"Other vehicles, compression-ignition engine (diesel) of a cylinder capacity exceeding 1,500 cc but not exceeding 2,500 cc",28
8703.33.00,8703,"Other vehicles, compression-ignition engine (diesel) of a cylinder capacity exceeding 2,500
cc",28
8703.90.00,8703,Other vehicles,28
8704.00.00,8704,Motor vehicles for the transport of goods [other than Refrigerated motor vehicles],28
8704.00.00,8704,Refrigerated motor vehicles,18
8704.10.00,8704,Motor vehicles for the transport of goods dumpers designed for off-highway use,28
8704.21.00,8704,Motor vehicles for the transport of goods gvw not exceeding 5 metric tons,28
8704.22.00,8704,"Motor vehicles for the transport of goods gvw exceeding 5 metric tons but not exceeding 20
metric tons",28
8704.23.00,8704,Motor vehicles for the transport of goods gvw exceeding 20 metric,28
8704.31.00,8704,"Other, with spark-ignition internal combustion piston engine gvw not exceeding 5 metric tons",28
8704.32.00,8704,"Other, with spark-ignition internal combustion piston engine gvw exceeding 5 metric tons",28
8704.90.00,8704,Other motor vehicles for the transport of goods,28
8705.00.00,8705,"Special purpose motor vehicles, other than those principally designed for the transport of persons or goods (for example, breakdown lorries, crane lorries, fire fighting vehicles, concrete-mixers lorries, spraying lorries, mobile workshops, mobile radiolo",28
8705.10.00,8705,Mobile cranes,28
8705.20.00,8705,Mobile drilling derricks,28
8705.30.00,8705,Fire fighting vehicles,28
8705.40.00,8705,Concrete mixers,28
8705.90.00,8705,Other special purpose motor vehicles,28
8706.00.00,8706,"Chassis fitted with engines, for the motor vehicles of headings 8701 to 8705.",28
8707.00.00,8707,"Bodies (including cabs), for the motor vehicles of headings 8701 to 8705",28
8707.10.00,8707,Bodies (including cabs)for the vehicles of heading 8703,28
8707.90.00,8707,"Other bodies, for the other motor vehicles",28
8708.00.00,8708,Parts and accessories of the motor vehicles of headings 8701 to 8705,28
8708.10.00,8708,Bumpers and parts thereof,28
8708.10.10,2486,Parts of tractors,28
8708.21.00,8708,Safety seat belts,28
8708.29.00,8708,Other parts and accessories of bodies for the motor vehicles,28
8708.31.00,8708,Mounted brake linings,28
8708.39.00,8708,Other brakes and servo-brakes and parts thereof,28
8708.40.00,8708,Gear boxes,28
8708.50.00,8708,"Drive axles with differential, whether or not provided with other transmission components",28
8708.60.00,8708,Non-driving axles and parts thereof,28
8708.70.00,8708,Road wheels and parts and accessories th,28
8708.80.00,8708,Suspension shock absorbers,28
8708.91.00,8708,Radiators,28
8708.92.00,8708,Mufflers and exhaust pipes,28
8708.93.00,8708,Clutches and parts thereof,28
8708.94.00,8708,"Steering wheels, steering columns and steering boxes",28
8708.99.00,8708,Other parts and accessories,28
8709.00.00,8709,"Works trucks, self-propelled, not fitted with lifting or handling equipment, of the type used in factories, warehouses, dock areas or airports for short distance transport of goods; tractors of the type used on railway station platforms; parts of the fore",28
8709.11.00,8709,"Electrical works trucks, self-propelled; tractor for railway station platform",28
8709.19.00,8709,"Other works trucks, self-propelled; tractor for railway station platform)",28
8709.90.00,8709,"Parts (works trucks, self-propelled; tractor for railway station platform",28
8710.00.00,8710,"Tanks and other armoured fighting vehicles, motorised, whether or not fitted with
weapons, and parts of such vehicles",28
8710.00.00,8710,"Tanks and other armored fighting vehicles, motorized, whether or not fitted with
weapons, and parts of such vehicles",28
8711.00.00,8711,"Motorcycles (including mopeds) and cycles fitted with an auxiliary motor, with or without
side-cars",28
8711.10.00,8711,"Motorcycles, side-cars, reciprocating engine with reciprocating internal combustion piston engine of a cylinder capacity not exceeding 50
cc",28
8711.20.00,8711,"Motorcycles, side-cars, reciprocating engine with reciprocating internal combustion piston engine of a cylinder capacity exceeding 50 cc but not exceeding 250 cc",28
8711.30.00,8711,"Motorcycles, side-cars, reciprocating engine with reciprocating internal combustion piston engine of a cylinder capacity exceeding 250 cc but not exceeding 500 cc",28
8711.40.00,8711,"Motorcycles, side-cars, reciprocating engine with reciprocating internal combustion piston engine of a cylinder capacity exceeding 500 cc but not exceeding 800 cc",28
8711.50.00,8711,"Motorcycles, side-cars, reciprocating engine with reciprocating internal combustion piston engine of a cylinder capacity exceeding 800 cc",28
8711.90.00,8711,"Other motorcycles, side-cars, reciprocating engine",28
8712.00.00,8712,"Bicycles and other cycles (including delivery tricycles), not motorised bicycles and other cycles (including delivery tricycles), not
motorised",12
8712.00.10,8712,Bicycles,12
8712.00.90,8712,Tricycles. Cycle rickshaws,12
8713.00.00,8713,"Carriages for disabled persons, whether or not motorised or otherwise mechanically propelled not mechanically propelled",5
8713.10.00,8713,Invalid carriages not mechanically propelled,5
8713.10.10,2488,"Wheel chairs for invalids, not mechanically propeled (Including motorised)",5
8713.90.00,8713,Other invalid carriages,5
8713.90.10,8713,Other Wheel chairs for invalids,5
8714.00.00,8714,Parts and accessories of vehicles of headings 8711to 8713 .,28
8714.00.00,8714,"Parts and accessories of bicycles and other
cycles (including delivery tricycles), not motorised of 8712.",12
8714.11.00,8714,Saddles or seats of motorcycles (including mopeds),28
8714.19.00,8714,Other parts and accessories of vehicles,28
8714.20.00,8714,Parts and accessories of vehicles of invalid carriages,28
8714.91.00,8714,"Frames and forks, and parts thereof",28
8714.92.00,8714,Wheel rims and spokes,28
8714.92.10,8714,Bicycle rims,12
8714.92.20,8714,Bicycle spokes,12
8714.93.00,8714,"Hubs, other than coaster braking hubs and hub brakes, and free-wheel sprocket-wheels",28
8714.93.10,8714,Bicycle hubs,12
8714.93.20,8714,Bicycle free-wheels,12
8714.94.00,8714,"Brakes, including coaster braking hubs and hub brakes, and parts ther",12
8714.95.00,8714,"Saddles of bicycles, cycles and side-cars",12
8714.95.10,8714,Bicycle saddles,12
8714.96.00,8714,"Pedals and crank-gear, and parts thereof",12
8714.99.00,8714,Bicycle chain,12
8714.99.00,8714,Bicycle wheels,12
8714.99.00,8714,Other parts and accessories cycles and side- cars,28
8715.00.00,8715,Baby carriages and parts thereof,28
8715.00.10,8715,Baby carriages,28
8715.00.20,8715,Baby carriages and parts thereof,28
8716.00.00,8716,"Trailers and semi-trailers; other vehicles, not mechanically propelled; parts thereof  [other than Self-loading or selfunloading trailers for agricultural purposes, and Hand propelled vehicles (e.g. hand carts, rickshaws and the like); animal drawn vehicl",28
8716.10.00,8716,Trailers and semi-trailers for housing or camping,28
8716.20.00,8716,Self-loading or self-unloading trailers and semi- trailers for agricultural purposes,12
8716.31.00,8716,Tanker trailers and tanker semi-trailers,28
8716.39.00,8716,Other trailers and semi-trailers for the transport of goods,28
8716.40.00,8716,Other trailers and semi-trailers,28
8716.80.00,8716,"Hand propelled vehicles (e.g. hand carts, rickshaws and the like); animal drawn vehicles",12
8716.80.20,8716,Cart driven by animals,28
8716.90.00,8716,"Parts (trailers, semi-trailers; other vehicles, not mechanically propelled)",28
8700.00.00,8700,"Electrically operated vehicles, including two and three wheeled electric motor vehicles.",12
8801.00.00,8801,"Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft",18
8801.10.00,8801,Gliders and hang gliders,18
8801.90.00,8801,Other non-powered aircraft,18
8801.90.10,8801,Balloons,18
8802.00.00,8802,Aircrafts for personal use,28
8802.00.00,8802,"Other aircraft (for example, helicopters, aeroplanes), other than those for personal use",5
8802.00.00,8802,Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,0
8802.11.00,8802,"Helicopters of an unladen weight not exceeding 2,000 kg",5
8802.12.00,8802,"Helicopters of an unladen weight exceeding 2,000 kg",5
8802.20.00,8802,"Airplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",5
8802.30.00,8802,"Airplanes and other aircraft, of an unladen
weight exceeding 2,000 kg but not exceeding 15,000 kg",5
8802.40.00,8802,"Airplanes and other aircraft, of an unladen weight exceeding 15,000 kg",5
8802.50.00,8802,Spacecraft (including satellites) and spacecraft launch vehicles,5
8802.60.00,8802,Spacecraft (including satellites) and suborbital spacecraft launch vehicles,0
8803.00.00,8803,Parts of goods of heading 8801,0
8803.00.00,8803,Parts of goods of heading 8802,5
8804.00.00,8804,Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto and parts thereof,18
8804.00.00,8804,Parachutes (including dirigible parachutes) rotoch,18
8804.00.10,8804,Parachutes (including dirigible parachutes and paragliders) and parts and accessories thereof,18
8804.00.20,8804,Rotochutes; Parts and accessories therof,18
8805.00.00,8805,"Aircraft launching gear; deck-arrestor or similar gear; ground flying trainers; and parts
thereof.",18
8805.10.10,2522,Aircraft launching gear and parts thereof;deck- arrestor or similar gear and parts thereof,18
8805.10.20,2522,Deck arrestor or similar gear,18
8805.10.30,2522,Part of aircraft launching gear and deck arrestor or similar gear,18
8805.20.00,8805,Ground flying trainers and parts thereof,18
8805.21.00,8805,Air combat simulators and parts thereof,18
8901.00.00,8901,"Cruise ships, excursion boats , ferry-boats, cargo ships, barges and similar vessels for the transport of persons or goods",5
8901.10.00,8901,"Cruise ships, excursion boats and similar vessels principally designed for the transport of persons; ferry boats of all kinds",5
8901.20.00,8901,Tankers,5
8901.30.00,8901,"Refrigerated vessels, other than those of subheading 890",5
8901.90.00,8901,"Other vessels for the transport of goods and
other vessels for the transport of both persons and goods",5
8902.00.00,8902,Fishing vessels; factory ships and other vessels for processing or preserving fishery products 8902 00 - fishing vessels; factory ships and other vessels for processing or preserving fishery products,5
8903.00.00,8903,Yachts and other vessels for pleasure or sports; rowing boats and canoes including floating structure used for casinos etc.,28
8903.10.00,8903,Inflatable : yachts and other vessels for pleasure or sports; row boats and canoes,28
8903.91.00,8903,"Sailboats, with or without auxiliary motor",28
8903.92.00,8903,"Motorboats, other than outboard motorboatsinboard/outdrive",28
8903.99.00,8903,Other with auxiliary motor,28
8904.00.00,8904,Tugs and pusher craft,5
8905.00.00,8905,"Light-vessels, fire-floats, dredgers, floating cranes, and other vessels the navigability of which is subsidiary to their main function; floating docks; floating or submersible drilling or production platforms",5
8905.10.00,8905,Dredgers,5
8905.20.00,8905,Floating or submersible drilling or production platforms,5
8905.90.00,8905,Other special purpose vessels; floating docks,5
8906.00.00,8906,"Other vessels, including warships and lifeboats other than rowing boats",5
8907.00.00,8907,"Other floating structures ( for example, rafts, tanks, coffer-dams, landing-stages, buoys and
beacons) inflatable rafts",5
8907.10.00,8907,Inflatable rafts,5
8907.90.00,8907,Other floating structures,5
8908.00.00,8908,Vessels and other floating structures for breaking up,18
8900.00.00,8900,"Any chapter - parts of goods of heading 8901, 8902, 8904, 8905, 8906, 8907.",5
9001.00.00,9001,"Optical fibres and optical fibre bundles; optical fibre cables other than those of heading 8544; sheets and plates of polarising material; lenses (including contact lenses), prisms, mirrors and other optical elements, of any material, unmounted, other tha",18
9001.10.00,9001,Opthalamic lenses,18
9001.10.00,9001,"Optical fibers, optical fiber bundles and cables",18
9001.20.00,9001,Sheets and plates of polarizing material,18
9001.30.00,9001,Contact lenses,12
9001.40.00,9001,Spectacle lenses of glass,12
9001.50.00,9001,Spectacle lenses of other materials,12
9001.90.00,9001,"Other: prisms, mirrors and other optical elements, of any material, unmounted, other than such elements of glass not optically
worked",18
9002.00.00,9002,"Lenses, prisms, mirrors and other optical elements, of any material, mounted, being parts of or fittings for instruments or apparatus, other than such elements of glass
not optically worked",18
9002.11.00,9002,"For cameras, projectors or photographic enlargers or reducers:",18
9002.19.00,9002,Other objective lenses and parts and accessories,18
9002.20.00,9002,Filters and parts and accessories thereof:,18
9002.90.00,9002,"Other optical elements, of any material, mounted",18
9003.00.00,9003,"Frames and mountings for spectacles, goggles or the like, and parts thereof",18
9003.11.00,9003,Frames and mountings: of plastics,18
9003.19.00,9003,Frames and mountings: of other materials,18
9003.90.00,9003,"Parts of frames and mountings for spectacles, goggles or the like",18
9004.00.00,9004,"Spectacles, and the like, corrective, protective or other goggles, corrective.",18
9004.00.00,9004,Goggles other than corrective.,28
9004.10.00,9004,Sunglasses,18
9004.90.00,9004,"Other spectacles, goggles & the like, corrective, protective or other",18
9005.00.00,9005,"Binoculars, monoculars, other optical telescopes, and mountings therefor; other astronomical instruments and mountings therefor, but not including instruments for
radio-astronomy",28
9005.10.00,9005,Binoculars:,28
9005.80.00,9005,"Other instruments: monoculars, other optical telescopes; other astronomical instr",28
9005.80.10,9005,Monocular,28
9005.80.20,9005,Astronomical instrucments,28
9005.80.90,9005,Optical telescope,28
9005.90.00,9005,Optical telescopes: parts and accessories (including mountings),28
9006.00.00,9006,"Photographic (other than cinematographic) cameras; photographic flashlight apparatus and flash bulbs other than discharge lamps of
heading 8539",28
9006.10.00,9006,Cameras of a kind used for preparing printing plates or cylinders,28
9006.20.00,9006,"Cameras of a kind used for recording documents on microfilm, microfiche or other
microforms",28
9006.30.00,9006,"Cameras specially designed for underwater use, for aerial survey or for medical or surgical examination of internal organs; comparison cameras for forensic or criminological purposes",28
9006.40.00,9006,Instant print cameras,28
9006.51.00,9006,"With a through-the-lens viewfinder (single lens reflex (slr)), for roll film of a width not
exceeding 35 mm (14 inch)",28
9006.52.00,9006,"Other, for roll film of a width less than 35 mm (14 inch)",28
9006.53.00,9006,"Other, for roll film of a width of 35 mm (14 inch)",28
9006.59.00,9006,"Other, for roll film of a width of 35 mm (14 inch): Other",28
9006.61.00,9006,"Discharge lamp (""electronic"") flashlight apparatus",28
9006.62.00,9006,"Flashbulbs, flashcubes, and the like",28
9006.69.00,9006,Other photographic flashlight apparatus,28
9006.91.00,9006,Parts and accessories for cameras,28
9006.99.00,9006,Other parts & accessories for photographic flashlight apparatus & flashbulbs,28
9007.00.00,9007,"Cinematographic cameras and projectors, whether or not incorporating sound recording or Reproducing apparatus",28
9007.11.00,9007,"Cinematographic cameras for film of less than 16mm (06 inch) width or for double-8mm (03
inch) film",28
9007.19.00,9007,Other cinematographic cameras,28
9007.20.00,9007,Projectiors,28
9007.21.00,9007,Projectors for film of less than 16mm (06 inch) in width,28
9007.29.00,9007,Other projectors,28
9007.91.00,9007,Parts and accessories for cameras,28
9007.92.00,9007,Parts and accessories for projectors,28
9008.00.00,9008,"Image projectors, other than cinematographic; photographic (other than cinematographic) enlargers and reducers..",28
9008.10.00,9008,Slide (Over-head) projectors,28
9008.20.00,9008,"Microfilm, microfiche or other microform readers,",28
9008.30.00,9008,Other image projectors,28
9008.40.00,9008,Photographic (other than cinematographic) enlargers and reducers,28
9008.90.00,9008,Parts and accessories,28
9009.00.00,9009,--,28
9010.00.00,9010,"Apparatus etc for photo labs etc nesoi, parts etc",28
9010.10.00,9010,"Apparatus and equipment for photographic (including cinematographic) laboratories, not specified or included elsewhere in this chapter; negatoscopes; projection screens",28
9010.20.00,9010,Other apparatus and equipment for photographic (including cinematographic) laboratories; negatoscopes,28
9010.30.00,9010,Projection screens,28
9010.90.00,9010,Parts and accessories,28
9011.00.00,9011,"Compound optical microscopes, including those for photomicro-graphy,
cinephotomicrography or microprojection",28
9011.10.00,9011,Stereoscopic microscopes,28
9011.20.00,9011,"Other microscopes, for photomicrography, cinephotomicrography or microprojection",28
9011.80.00,9011,Other compound optical microscopes,28
9011.90.00,9011,Parts and accessories of compound optical microscopes,28
9012.00.00,9012,Microscopes other than optical microscopes;,28
9012.10.00,9012,Microscopes other than optical microscopes; and diffraction apparatus,28
9012.90.00,9012,Parts and accessories (microscopes; diffraction apparatus),28
